M,FPC,variable,media_c1,media_c2,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
8,1,atomos_global,3.2485167273623095,3.547761513084536,2,2000,5.482763056475623,7.747524156935186,1.5206081082042453,1.0603845929999647,False
8,1,atomos_punto,3.248514599308256,3.4992121679043193,2,2000,5.482758560418472,6.889330759323487,3.266562396601208,1.0426534447283744,False
8,1,senal_gating,2.128054054017392e-06,0.04854934518021602,2,2000,9.126286605008254,1004.5631433025042,4.756078821288274,1.1394518394896818,False
8,1,sd_argumento,9.563394865250799e-05,0.03620706139720587,2,2000,5.177792846197267,703.7001969895017,6.779589357834989,1.3262583461115738,False
8,1,alpha,-0.018639914839705313,-0.05478873165548074,2,2000,5.560558234528842,6.660966903982564,3.731801043625854,1.0164250867716529,False
8,1,psi_0,0.00012110468550922821,8.507851118524744e-05,2,2000,949.1012093903882,1168.351605511109,1.0991774226210793,0.9999104086235588,True
8,1,psi_1,9.869855400687794e-05,0.00013110172426483618,2,2000,1564.7916334705913,1587.608977967353,1.716207148646842,0.9999168023601711,True
8,1,psi_2,0.00011803514936362766,0.173410765539171,2,2000,5.183755762090908,892.5414403089876,6.991039720299064,1.3240445444856468,False
8,1,psi_3,0.00012046816790331572,8.832018508221309e-05,2,2000,1418.8934731289912,1520.5511926050099,1.5758416477838253,0.9998544135260817,True
8,1,Gamma_0,-0.6343369663220838,-0.6245537371330866,2,2000,4.6333552329240995,5.149426040019792,7.2296748936651465,1.0008643942869628,False
8,1,Gamma_1,-0.2538801295731935,-0.25728212889519503,2,2000,2.912346255602114,3.6333959793881068,18.55372900645963,0.9998622316044096,False
8,1,Gamma_2,-0.2910787677643287,0.455547562001521,2,2000,5.775507947991501,6.116686287603292,10.18168604541552,5.607745960191904,False
8,1,Gamma_3,-0.12161594064395677,-0.20985602637872888,2,2000,8.446838730277113,8.560685681707847,3.719851385756563,1.1346460918176016,False
8,2,atomos_global,2.246683162260717,3.3521642979001918,2,2000,3.541950294337726,5.471933094550618,5.662646293757862,1.4128797238964652,False
8,2,atomos_punto,2.251372849057272,3.3428209282947154,2,2000,3.552701675842109,5.4701243629648175,5.381684216230211,1.4067398794555999,False
8,2,senal_gating,-0.0046896867965548735,0.009343369605476326,2,2000,18.33359007192531,18.454782542686647,1.8416621271029996,1.076147037636289,False
8,2,sd_argumento,0.027144224180556432,0.007487921939320406,2,2000,12.74185016180562,14.346554115541513,2.146786873214164,1.0169556352356475,False
8,2,alpha,0.4169946296869053,-0.0207792323753591,2,2000,3.6035314549366686,5.692484586366069,6.055019270926516,1.3710341891208748,False
8,2,psi_0,0.00016991944024834902,0.00017868632297631052,2,2000,635.6818085602408,992.922452834673,1.5003921405530276,0.9997569814996079,True
8,2,psi_1,8.279974026014133e-05,0.00014887553098862067,2,2000,899.8694392976549,1081.835172828719,3.119848039848768,1.000565101594111,False
8,2,psi_2,0.15445402078119796,0.03193948773398501,2,2000,12.658680590695775,14.20850579491994,2.2095483457282286,1.0206663775422724,False
8,2,psi_3,0.00011833899055787104,0.00010425502776625175,2,2000,1458.2465034406296,1526.1293596254802,0.8463498566919141,0.9997850168133461,True
8,2,Gamma_0,-0.3000109303216692,-0.44923833724042866,2,2000,4.55131316689109,4.614253126862538,3.148489106469711,1.0648729397481655,False
8,2,Gamma_1,-0.47602243747815554,0.10510543383663662,2,2000,3.1901998482167935,3.3026065576764516,24.149348009159823,2.502988935774214,False
8,2,Gamma_2,-0.6493254455592112,-0.43882663629181756,2,2000,4.978933950758467,9.880879065145256,3.7655578108497805,1.1744525399616041,False
8,2,Gamma_3,-0.0041423042329021345,-0.6841773898452451,2,2000,3.923528174872863,5.559655783223176,5.03789803011966,4.202890169638739,False
8,3,atomos_global,3.773676206940202,3.1214547621051563,2,2000,7.078860838576935,18.44402923961571,3.1600302393911264,1.2489857777040854,False
8,3,atomos_punto,3.558627490748368,3.1173119749564937,2,2000,7.065680959488394,22.459723821818468,3.159783303018329,1.1276454287900914,False
8,3,senal_gating,0.2150487161918338,0.004142787148662419,2,2000,6.009751886095745,9.550871402679727,3.714233305428525,1.4381428833152365,False
8,3,sd_argumento,0.08132093615357823,0.005624753976253811,2,2000,5.648650843804601,6.247424418674962,4.625475774596584,1.5459413624882168,False
8,3,alpha,0.06911479535576359,0.03528748091475748,2,2000,7.362050919360595,7.455979501953244,2.870090048065507,1.008330966158647,False
8,3,psi_0,0.00013187562389359517,0.0001724307997299791,2,2000,1472.2105955181155,1639.583834097171,1.453979410356185,0.9998501215865374,True
8,3,psi_1,0.00020232019770046342,0.024321251929884054,2,2000,6.853326460724818,554.3422344881126,4.57330209104296,1.7666924498525918,False
8,3,psi_2,0.27676039556112425,5.847939222855408e-05,2,2000,6.398839077831307,722.9182817248006,0.7542103888171067,1.5365710794470397,False
8,3,psi_3,0.1580256700799876,6.936020084289845e-05,2,2000,3.6802490864244244,894.1262050328818,19.447975189792643,1.202800600627183,False
8,3,Gamma_0,-0.27726094119385314,0.14527374781329075,2,2000,3.7728724492396006,4.630040578448757,2.2635349823577204,1.8944451778458293,False
8,3,Gamma_1,0.2633849155662183,-0.13343259589951634,2,2000,3.2687869091224826,4.585446066145066,6.229752851832125,1.9224374917874316,False
8,3,Gamma_2,0.23460496595168956,0.4935403963746739,2,2000,2.8735878807646476,5.554224011028031,6.805191431530224,1.5650702777743524,False
8,3,Gamma_3,0.12947206559517715,0.2767843354094051,2,2000,4.041239343796577,7.299103050633601,6.948971645876362,2.0662786117882614,False
8,4,atomos_global,3.2559313244840404,2.8900936657003373,2,2000,5.709026060257541,9.958056388967837,2.32504111982818,1.0605622836121085,False
8,4,atomos_punto,3.243851480307889,2.8650449386218795,2,2000,5.75174014801366,10.089289795468598,1.999975093478516,1.0676238757825232,False
8,4,senal_gating,0.012079844176152073,0.025048727078458077,2,2000,16.21744526790009,16.78480590535646,2.4934963689627705,1.0165764954301808,False
