M,FPC,variable,media_c1,media_c2,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
3,1,atomos_global,2.49032468796585,2.580888427064004,2,2000,16.834865833630662,69.40686953761994,4.835276019982478,1.0926707258390707,False
3,1,atomos_punto,1.5619955891437922,1.7398189394849797,2,2000,16.43067233655094,53.03934472037084,4.047057680454858,1.485593538295464,False
3,1,senal_gating,0.9283290988220578,0.8410694875790246,2,2000,37.58839466363231,63.92675195340733,1.888615721742689,1.4916629525886176,False
3,1,sd_argumento,0.5519701296512123,0.44410585337910996,2,2000,71.92451210130457,72.59940086079703,2.012131753200964,2.454040083402723,False
3,1,alpha,1.3141353467406112,1.1777484212163145,2,2000,18.060106836217585,28.544757982571777,2.2367208721232537,1.1445587041370209,False
3,1,psi_0,0.3944838884761501,0.3244214627216849,2,2000,73.34741158700113,73.48011416589603,2.0230747540470913,2.2351514206185827,False
3,1,psi_1,9.792261433107374e-05,1.9772947277924006e-05,2,2000,315.3327107566601,426.42949231206774,1.1930223349900806,1.0054400126248602,True
3,1,psi_2,8.269603318008079e-05,3.292616200226169e-05,2,2000,356.3156118381284,613.0853939043442,2.82016485143263,1.0030541065428376,False
3,1,psi_3,3.1793972863553604e-05,2.6734395777868095e-05,2,2000,679.361808860968,1134.489883603744,0.37093722196128515,0.9999157340806354,True
3,1,Gamma_0,1.5584622819546876,1.1547082969580984,2,2000,3.142023253689988,5.108598183235648,9.76931895322197,1.3249881789924223,False
3,1,Gamma_1,0.027274105388972836,0.2044460603624608,2,2000,2.960776118514065,7.971307682012162,88.18479767877741,1.0997107047503367,False
3,1,Gamma_2,0.4937015134638371,-0.35765997638830677,2,2000,2.8664977171472383,14.135815054328315,12.759285755686882,2.069146848102912,False
3,1,Gamma_3,0.16806915645318138,1.3257435533022086,2,2000,3.040287413839064,14.038326447865142,69.51276680423133,4.410123248818836,False
3,2,atomos_global,1.511677182553693,2.262104728849331,2,2000,7.517437120613091,19.394832520931466,2.0088969982448006,1.4522072362034122,False
3,2,atomos_punto,1.511674127526498,2.2232983819934558,2,2000,7.580414754713224,19.426972581113578,2.0092052204519697,1.46377223235863,False
3,2,senal_gating,3.0550271947902273e-06,0.038806346855875425,2,2000,10.101298150658144,348.802973672021,1.6986521845818543,1.1625272940146176,False
3,2,sd_argumento,0.00020394835766033103,0.040430181539667515,2,2000,8.05060170188753,335.0984671149904,1.3193793373814322,1.4331130021125618,False
3,2,alpha,0.7453110632942663,0.4411104947342993,2,2000,7.24838635041327,18.75585178363076,2.2071075860819622,1.6817430325199112,False
3,2,psi_0,0.00025480153043587337,0.06895481310853353,2,2000,9.10768494982317,296.03023402292433,1.6320990280681087,1.2523346856804927,False
3,2,psi_1,0.00012310731471123405,0.07361063469767831,2,2000,9.395040701382984,894.6485214705045,1.1871266328270476,1.4428952585636992,False
3,2,psi_2,8.129710482295723e-05,0.0001055168966598356,2,2000,770.4754859124997,900.3573692561579,1.3633787466671858,1.0000488604828974,True
3,2,psi_3,0.00011883094949320234,0.0032449787885089655,2,2000,11.464019056988201,620.1395539004178,3.349042109812556,1.0451767247233323,False
3,2,Gamma_0,0.7448918392190275,0.775998398602525,2,2000,4.269456536506323,4.57842697289263,1.6876424654757247,1.0001496183454734,False
3,2,Gamma_1,-0.25549847182707214,-0.5474445934853727,2,2000,5.349108363904964,8.210379449884815,2.28714343346927,1.2667305779632816,False
3,2,Gamma_2,-0.4100897925472518,-0.14034337324266632,2,2000,3.8862917268759065,9.668787186595935,1.38362001351959,1.2127512590318015,False
3,2,Gamma_3,0.31266475204805677,0.4477141564414239,2,2000,4.544839678102587,7.252871342242761,1.5368430158645638,1.1302624935747683,False
3,3,atomos_global,2.5454560540431874,3.283735697075808,2,2000,5.205113847659899,13.036784686301605,9.441781648736393,1.4377223862321158,False
3,3,atomos_punto,2.5454544019238523,3.2837320966836523,2,2000,5.205144573261619,13.03684940070423,9.441778640212759,1.437722133118656,False
3,3,senal_gating,1.6521193355625296e-06,3.6003921551901465e-06,2,2000,1881.9501099617491,1931.1541175984967,1.5539391793760502,1.0006062809734806,True
3,3,sd_argumento,0.00012617982921876958,0.00014115854709940534,2,2000,1127.1795272392233,1138.2156725712464,1.9128178844046178,0.9998856048449463,True
3,3,alpha,0.14874020797626658,-0.03322808588337388,2,2000,5.727924212244221,13.59925486814352,8.29501194315223,1.4613459265796152,False
3,3,psi_0,0.0001293562668833872,8.620645489946061e-05,2,2000,782.2408191370617,1056.036656670099,1.4312437541423926,1.0001578773182025,True
3,3,psi_1,0.00017474813080830008,0.00015065092315861406,2,2000,1317.3622975697062,1401.9894354776166,1.3449335651328773,0.999820262112306,True
3,3,psi_2,0.00015837714136031334,0.00016189440726748614,2,2000,1627.4949918047166,1627.6849956246006,1.204870784324788,0.9997509220429996,True
3,3,psi_3,0.0001259867615550243,0.0002627957041153452,2,2000,772.7764531990936,807.2418163027096,1.0723580367099736,1.0013281637821092,True
3,3,Gamma_0,0.041431641295369574,0.10802931559187214,2,2000,3.8869963873072115,8.93833100397124,2.1655581900549734,1.060933902264624,False
3,3,Gamma_1,0.09405031674340164,0.17947504561928146,2,2000,6.128721936158421,6.3820377086600395,3.0780259078031973,1.2753526351455597,False
3,3,Gamma_2,0.2996429214068362,0.023920608195363617,2,2000,4.038223832809479,4.650436327502407,6.3849702780609165,2.254624463565199,False
3,3,Gamma_3,0.2193862337954818,-0.2260577036390614,2,2000,4.067856361466113,5.815973053470632,3.2966204145814757,2.706160356981137,False
