M,FPC,variable,media_c1,media_c2,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
8,1,atomos_global,2.4836184936303853,2.625251930155755,2,2000,34.774083645492176,135.93552462705523,0.3395134350714743,1.4120717338397557,False
8,1,atomos_punto,1.6634497024510193,1.7101524841474107,2,2000,19.3516985719053,103.12150420256458,3.7380446917831196,1.0367539802425936,False
8,1,senal_gating,0.8201687911793661,0.9150994460083439,2,2000,9.151680943261832,86.49980353389155,4.7204973183001995,1.2871916539231787,False
8,1,sd_argumento,0.4533522488454747,0.511300866646563,2,2000,12.865220183553383,82.73007931705472,2.1592986303190083,1.3099269960635498,False
8,1,alpha,1.2806306042931919,1.2182686331335435,2,2000,30.36697884598048,54.682410943473414,1.735080141444717,1.041371782806364,False
8,1,psi_0,0.3310154850271858,0.3726119051631562,2,2000,15.369345991833372,88.6616122859666,3.393105247159681,1.3096205961003504,False
8,1,Gamma_0,0.5580833756346012,1.1463754336373668,2,2000,3.958597467036935,8.156295500085404,6.490718838541774,2.8346436801494224,False
8,2,atomos_global,2.961034364150911,1.6850940886663335,2,2000,3.6123945235300674,8.74077343849509,4.088535902654154,1.7978031700188193,False
8,2,atomos_punto,2.857223233114832,1.6850940664678276,2,2000,3.6162389333471663,8.742694585513666,4.088535902659164,1.8421734426783198,False
8,2,senal_gating,0.10381113103607884,2.2198505726933605e-08,2,2000,5.6042309156300325,1002.802115457815,2.4598217615314266,1.2192149460915336,False
8,2,sd_argumento,0.14840190783162371,3.4797152341968165e-06,2,2000,7.372957319158185,741.0973599560618,1.9008410997388194,1.765343907824542,False
8,2,alpha,0.3931361745090603,0.5923228480589707,2,2000,3.8329261861562656,9.30179261456206,8.509975199986687,1.1593709855300183,False
8,2,psi_0,0.39405266287400403,1.0098786869743753e-05,2,2000,6.965511347536309,739.4170577072493,2.2209261271004115,1.6900678904501787,False
8,2,Gamma_0,-0.5807187913629532,0.4625605648713346,2,2000,5.346885398105801,7.09571210468991,15.769986367359305,2.683850130783179,False
8,3,atomos_global,3.510350244816432,4.024642055413124,2,2000,4.494872004507032,5.7514750510604635,3.8940283932724236,1.179639002767015,False
8,3,atomos_punto,3.510350244009846,3.7772726716276894,2,2000,4.494872021391089,6.474898509693704,3.8940283932964026,1.060544823455293,False
8,3,senal_gating,8.065857026728906e-10,0.24736938378543447,2,2000,8.502250680172539,497.7629483803167,2.695720026920394,1.7863444662930938,False
8,3,sd_argumento,4.231960815326001e-07,0.13160197734510895,2,2000,8.041625767901165,293.6958399437015,2.565558672303402,2.2227693097127097,False
8,3,alpha,-0.06740577595995775,-0.04792625156331164,2,2000,4.95456876397816,10.91337563465808,4.4475523059094195,1.0102747940197419,False
8,3,psi_0,2.0176550556358662e-06,0.6813489571414209,2,2000,7.795297255537864,301.3440126093052,2.5416508075852273,2.212067189636192,False
8,3,Gamma_0,0.14248844941141744,0.06225876561040177,2,2000,4.89528376949212,5.797529070623571,6.275373693153882,1.1349934540733433,False
8,4,atomos_global,3.3931381034811676,3.461167732104694,2,2000,9.064768348461458,19.459370914030448,4.327123069576282,1.0113271243654993,False
8,4,atomos_punto,3.2039418362041845,3.220401298058517,2,2000,20.906167314261157,27.031809149906877,3.57849160287153,1.0006202865757687,False
8,4,senal_gating,0.1891962672769829,0.24076643404617715,2,2000,12.188572742481803,12.47770654958397,2.2470060400218315,1.042186218250604,False
8,4,sd_argumento,0.15541526316424753,0.17968859002330578,2,2000,20.1766627575353,20.804496576704686,5.338532443053207,1.0380027712114688,False
