1.026021016047436563e+00,-9.815133632114886320e-01,-1.037693604787292001e-01
1.022798865812221791e+00,-1.071685109201848896e+00,-5.445836553620042944e-03
1.016746822995922450e+00,-1.098448092627368977e+00,-7.441637914507862051e-02
1.014087258029091831e+00,-1.011597976108970176e+00,3.472346820694482278e-03
1.009342493890219128e+00,-1.063379284691996052e+00,-1.126258199602523380e-01
1.013052065229243182e+00,-1.075150256812228422e+00,-3.606667664955444386e-02
1.011693225048140743e+00,-1.073190596389400842e+00,1.626253634782088425e-02
1.010143022010524305e+00,-1.002029961570967131e+00,-9.379865661809588806e-02
9.862988620782228155e-01,-9.555943642588693443e-02,-7.222272970114556045e-01
9.738311299517173891e-01,2.099789901448887441e-01,-1.023504573422958197e+00
9.484210519175076959e-01,1.016902295441576509e+00,-1.701978347718053008e+00
9.550181319677308878e-01,1.283012426797900396e+00,-1.473693447159116099e+00
9.748298550928179429e-01,1.760192754185561981e+00,-3.983986330360647643e-01
9.944800969083648079e-01,1.381969997002704398e+00,6.171909675454408939e-01
1.032316420756547837e+00,6.482255079722089031e-01,1.509299734336804422e+00
1.028143663248619832e+00,4.447649824677903929e-01,1.962596509640624598e+00
1.027811670724612991e+00,6.666130823770555214e-01,2.347735318013736805e+00
1.026593268617481014e+00,6.109514141726720693e-01,2.253965012223465347e+00
