componente,param,variable,n_cadenas,n_post,ess_min,ess_mean,geweke_max,rhat,converge
1,beta_j,fpc_1_lag1,2,2000,1680.3365458819428,1840.1682729409713,1.0720694241991575,0.9997518852748718,True
1,beta_j,fpc_1_lag2,2,2000,1473.9720171494635,1517.563659432606,1.435036568780211,0.9998188903709525,True
1,beta_j,fpc_1_lag3,2,2000,776.3494947684112,1217.5153106852908,3.607803296186666,1.0099250854875788,False
1,beta_j,fpc_1_lag4,2,2000,2000.0,2000.0,0.8052508966804394,0.9997771978577259,True
1,p_j,fpc_1_lag1,2,2000,243.24390238002067,262.63905259316874,1.932217359355831,1.001365342512298,True
1,p_j,fpc_1_lag2,2,2000,232.70613647228888,246.48536114866494,1.4490479459570864,0.9999289669654661,True
1,p_j,fpc_1_lag3,2,2000,9.706790715695053,143.82465005278166,3.041537237618067,1.2012156925650674,False
1,p_j,fpc_1_lag4,2,2000,316.0392688093446,336.74629452976114,1.0671621563153308,1.001994517907023,True
2,beta_j,fpc_2_lag1,2,2000,1399.8482960431215,1699.9241480215608,1.7626524821000675,0.9999582412708575,True
2,beta_j,fpc_2_lag2,2,2000,916.1626514607367,1458.0813257303685,1.7421582460303073,1.0007906483767464,True
2,beta_j,fpc_2_lag3,2,2000,36.33293717025002,840.6276028111349,5.156990371990174,1.0140416678379518,False
2,beta_j,fpc_2_lag4,2,2000,2000.0,2000.0,0.9003542799149538,0.9997861617565943,True
2,p_j,fpc_2_lag1,2,2000,109.11930801558032,119.58857272181093,2.052517406507573,1.0096170586217867,False
2,p_j,fpc_2_lag2,2,2000,163.21169573772733,169.5481014869688,3.158323989953885,0.9998274354608976,False
2,p_j,fpc_2_lag3,2,2000,8.652432910418474,35.39085013603169,6.607748438172949,1.0844536878159028,False
2,p_j,fpc_2_lag4,2,2000,203.32558837809532,227.37769577462953,0.9432880259887376,1.0029931511932395,True
3,beta_j,fpc_3_lag1,2,2000,1720.500209499599,1860.2501047497994,0.651292581909105,0.9998305583077894,True
3,beta_j,fpc_3_lag2,2,2000,1470.9926937287576,1735.4963468643787,3.413953161660712,1.0108157948250598,False
3,beta_j,fpc_3_lag3,2,2000,1567.704548188516,1633.0557779285439,1.453844160831876,1.0007048671671959,True
3,beta_j,fpc_3_lag4,2,2000,1750.0210341693003,1875.01051708465,3.5991260733063166,1.002382025264867,False
3,p_j,fpc_3_lag1,2,2000,223.83762783100943,238.50351234565875,0.8062196769003077,1.0013919494738994,True
3,p_j,fpc_3_lag2,2,2000,171.79691348302688,272.36206283758867,1.3914464441819532,1.4968705429247031,False
3,p_j,fpc_3_lag3,2,2000,15.036577693285473,163.33470533279123,1.2611932641592987,1.2482135911161794,False
3,p_j,fpc_3_lag4,2,2000,6.986188220015478,173.96449179052243,4.8357596205694975,1.078790604630621,False
