t_ini,t_fin,t_centro,bloque,n_ventana,cruza_T0,mise,rmse_f,mise_rel,mae_f,l2_medio,linf_max,linf_medio,q95_abs,razon_linf_l1,razon_agregacion,modelo
2,41,21,train,40,False,0.1827528085168661,0.42749597485457813,0.9908810469906048,0.34186977819494035,0.42208887813247253,1.5151624431173578,1.0492029741744695,0.8007868420842943,3.086148956105643,0.987351701442464,FAR
3,42,22,train,40,False,0.1791312501689317,0.42323899887525923,0.9681333249154265,0.33848582108771474,0.41833629101018166,1.5151624431173578,1.048719227633434,0.7951998990674319,3.1215267079561624,0.9884162190202076,FAR
4,43,23,train,40,False,0.18115141559073264,0.42561886188317904,0.9484195888625025,0.3401427205973101,0.42071407575386016,1.5151624431173578,1.0583331171683639,0.8005294985822579,3.1324747386474954,0.9884761072203959,FAR
5,44,24,train,40,False,0.17617269498557855,0.4197293115635106,0.9436759870977729,0.33630439139654034,0.41587244799107453,1.5151624431173578,1.0491498987383416,0.7922825234857033,3.1367365414278785,0.9908110692625466,FAR
6,45,25,train,40,False,0.17733472960362065,0.4211113031059849,0.9608635024218416,0.3376848134994481,0.4173475349396892,1.5151624431173578,1.0489678314777788,0.7932361340636764,3.122746718403625,0.9910622960283058,FAR
7,46,26,train,40,False,0.1771274686605724,0.4208651430809784,0.9595333943477073,0.33808732616691684,0.4170704543875381,1.5151624431173578,1.0420162122729115,0.7915652344225717,3.0955589157743035,0.9909835994835281,FAR
8,47,27,train,40,False,0.17654659148305488,0.42017447742938274,0.9593156185780092,0.3381472123913071,0.41636921684563716,1.5151624431173578,1.0379368163372447,0.7869241000585508,3.0831402441060614,0.9909436179774029,FAR
9,48,28,train,40,False,0.18236254102036675,0.42703927339340436,0.9434350032209917,0.3424282456793184,0.42212987327881785,1.7390080516025643,1.0467019804316269,0.8002396320799321,3.060009677223736,0.9885036332242354,FAR
10,49,29,train,40,False,0.18269452931938285,0.42742780597357355,0.9328208313446122,0.3424292183855419,0.4225488298754689,1.7390080516025643,1.0499672181625397,0.8008843412170915,3.070103770759503,0.9885852627510006,FAR
11,50,30,train,40,False,0.18168008346812647,0.4262394672811593,0.9387736235626929,0.34109853310822863,0.42137970553448173,1.7390080516025643,1.047634094864598,0.799769765177329,3.0733427518744016,0.9885985176884806,FAR
12,51,31,train,40,False,0.18032553032376136,0.424647536580352,0.9394268990088742,0.33943053153544234,0.41940292675286284,1.7390080516025643,1.0473594294537218,0.7946008927311963,3.0940682333060137,0.9876494989945697,FAR
13,52,32,train,40,False,0.18043636642677188,0.42477802017850674,0.9330726054955483,0.3396191881456467,0.4195199293001025,1.7390080516025643,1.0545489974204671,0.7948769275281933,3.1106859478048134,0.9876215561337316,FAR
14,53,33,train,40,False,0.17823669572161857,0.42218088033640105,0.9309543845948691,0.3376646104523223,0.4170186463256176,1.7390080516025643,1.0457843596543372,0.7918935910352726,3.1036059084659287,0.9877724590306645,FAR
15,54,34,train,40,False,0.18010380897989955,0.42438639113418747,0.9279991317886421,0.33894666357631803,0.41938163385527727,1.7390080516025643,1.066359657265609,0.7977453972883065,3.1534842385382396,0.9882070740639567,FAR
16,55,35,train,40,False,0.17729055571515046,0.42105885065528603,0.9164519135895114,0.33560878692317514,0.41607917256185944,1.7390080516025643,1.0617601283538984,0.7937593209710794,3.173139483139208,0.9881734392100372,FAR
17,56,36,train,40,False,0.1771126940113245,0.4208475900029897,0.9051606211550759,0.3356437604188133,0.41590640371840815,1.7390080516025643,1.0591145194234333,0.7931904069403323,3.1664948631204743,0.9882589649983585,FAR
18,57,37,train,40,False,0.1767384636580637,0.42040273983177573,0.9014753008345073,0.3349822873747028,0.41538131949004564,1.7390080516025643,1.0640876030467266,0.7915215340027997,3.192869876502667,0.988055690731846,FAR
19,58,38,train,40,False,0.17694906754584733,0.4206531439866429,0.900025969198326,0.3356441659940494,0.41563643808111655,1.7390080516025643,1.0608537022913689,0.7912220022001069,3.1759796617030522,0.9880740082958096,FAR
20,59,39,train,40,False,0.18218863028204008,0.4268356010011818,0.9136289379564232,0.3399023162726378,0.4206266266362156,1.7390080516025643,1.0737134266085986,0.7996495216563868,3.1781519593052354,0.9854534758806377,FAR
21,60,40,train,40,False,0.18191562465044658,0.42651567925510847,0.9047566401015589,0.33876525314863015,0.42035190679169865,1.7390080516025643,1.0752451182527136,0.8017961069219645,3.189070925288644,0.9855485442547515,FAR
22,61,41,train,40,False,0.1841844483797527,0.4291671566881053,0.913031408087124,0.3410846733751483,0.42317522405074026,1.7390080516025643,1.0881603250763903,0.8091116736392829,3.205774481304772,0.9860382311554199,FAR
23,62,42,train,40,False,0.18618670520999697,0.4314935749347804,0.9143385347335644,0.34266781617997205,0.42539511907190003,1.7390080516025643,1.097400901476582,0.811320953079219,3.218767937254121,0.9858666357574336,FAR
24,63,43,train,40,False,0.18637868919846537,0.43171598209756534,0.916385537810107,0.34289116210419746,0.425653950650727,1.7390080516025643,1.0950343654791506,0.8126382872586394,3.2080602902165802,0.985958288091664,FAR
25,64,44,train,40,False,0.19022494465336687,0.43614784724146793,0.9184497475984731,0.34697438489940885,0.4298148989419303,1.7390080516025643,1.0972690603692237,0.818855525160946,3.1827341774973625,0.9854798130047139,FAR
26,65,45,train,40,False,0.19147882448145054,0.4375829344038117,0.9223100980534383,0.34845304780101405,0.4312530703161535,1.7390080516025643,1.0978053417407394,0.8188805961342156,3.1729089113007505,0.9855344813748682,FAR
27,66,46,train,40,False,0.19248592664541458,0.43873218100045336,0.9158760745874388,0.34924854696241836,0.4324123062609946,1.7390080516025643,1.105595389716329,0.8212934397894773,3.188359113041401,0.9855951420635537,FAR
28,67,47,train,40,False,0.1933958294515806,0.4397679268109267,0.9194296708687555,0.350687108305695,0.43369599196614655,1.7390080516025643,1.1077877283236066,0.8228549540461817,3.180435087430543,0.9861928656580026,FAR
29,68,48,train,40,False,0.19781502563576456,0.4447640111742007,0.9267497524453855,0.3544955993645921,0.4386703979623313,1.7390080516025643,1.1198141555652203,0.8316538564431978,3.1770930054090556,0.9862992214775158,FAR
30,69,49,train,40,False,0.20069321878839058,0.44798796723616424,0.9270891550181698,0.3576689198239801,0.44217739964191277,1.7390080516025643,1.125167396635484,0.8368488834552948,3.1702029515360755,0.9870296346794771,FAR
31,70,50,train,40,False,0.2010700766116015,0.4484083815135501,0.9243477469493233,0.3588479703185693,0.44263756919146513,1.7390080516025643,1.1236032374719698,0.8363037012325826,3.1557648853022924,0.9871304539344107,FAR
32,71,51,train,40,False,0.196498541966195,0.4432815605979962,0.9233725240959816,0.35524103892232606,0.4375374280998813,1.7390080516025643,1.1115669475350503,0.8252160130707964,3.1546407429859915,0.9870417968878155,FAR
33,72,52,train,40,False,0.19583029701412344,0.44252717093317945,0.9301396433194066,0.35477071551331135,0.4366504206525986,1.7390080516025643,1.11268530178011,0.824313880130207,3.1633864341112927,0.9867200238390148,FAR
34,73,53,train,40,False,0.19679795565273722,0.44361915609308084,0.9376245507695962,0.3561089079396462,0.4380009781422574,1.7390080516025643,1.1134768173950627,0.8259183969988102,3.1547528648226093,0.987335583070167,FAR
35,74,54,train,40,False,0.19589344661712324,0.4425985162843672,0.9337031745876032,0.35457910364374284,0.4368746101654509,1.7390080516025643,1.1170189137777324,0.8263273730322519,3.178418810943879,0.9870674981765221,FAR
36,75,55,train,40,False,0.19528384479054445,0.44190931738371897,0.9281989757635394,0.3540445342889097,0.4360190712530002,1.7390080516025643,1.1168974425756972,0.8234422978741509,3.1842803343553805,0.9866709166360389,FAR
37,76,56,train,40,False,0.19603603367525962,0.442759566441268,0.9257180525467514,0.3548148163770038,0.4368644343658306,1.7390080516025643,1.1155238164557815,0.8254963261379903,3.175160486311051,0.9866854778027266,FAR
38,77,57,train,40,False,0.1954684282637264,0.44211811573800774,0.917532936688672,0.3542040449972047,0.43627208593930733,1.7390080516025643,1.102668782853346,0.8265340008534394,3.1470165162522186,0.9867772217635962,FAR
39,78,58,train,40,False,0.19157712195700402,0.4376952386729881,0.9211298241427455,0.3507841462523082,0.43195382288909573,1.7390080516025643,1.0927256551792195,0.8157100974885451,3.1487618313632355,0.9868826176832554,FAR
40,79,59,train,40,False,0.19249803542984653,0.43874598052842206,0.9260720527305901,0.35199172662074946,0.4330075617974917,1.7390080516025643,1.0908424736112257,0.8156117484147188,3.1337264405965777,0.9869208631290045,FAR
41,80,60,train,40,False,0.19190499639124028,0.4380696250497634,0.9260780014790574,0.3511936274175689,0.4322290134582891,1.7390080516025643,1.0999989353999173,0.8129612329910273,3.174491871087776,0.9866673897081754,FAR
42,81,61,train,40,False,0.19109237521874992,0.43714113878557564,0.9250442385000208,0.35047037453024155,0.4313031505177259,1.7390080516025643,1.1034115616227607,0.8126916190084927,3.1901750856150537,0.9866450723808142,FAR
43,82,62,train,40,False,0.18996073444194334,0.4358448513427035,0.9259572051457228,0.34986415609880883,0.4298043427296919,1.7390080516025643,1.086982861537234,0.8094496119931648,3.1417021249418524,0.9861406906737509,FAR
44,83,63,train,40,False,0.18926467749016856,0.43504560392005864,0.9314329790419792,0.34990634526470304,0.4290430071593165,1.7390080516025643,1.0778876637479318,0.8066439178308388,3.116518625498731,0.9862023734830219,FAR
45,84,64,train,40,False,0.1873844900153207,0.4328793019021823,0.9235943291706725,0.3477762639229881,0.4264740688207884,1.7390080516025643,1.0705650204093151,0.7998007869242916,3.1123128535121802,0.9852031893110905,FAR
46,85,65,train,40,False,0.18682655503676332,0.4322343751216038,0.919277204585922,0.34764620087562026,0.4257932831323211,1.7390080516025643,1.0719011837712569,0.797117952273399,3.1173890294841184,0.9850981496150774,FAR
47,86,66,train,40,False,0.18866651146735375,0.43435758479316755,0.9190803451084713,0.3487807869978842,0.428020746365749,1.7390080516025643,1.0802186295906355,0.8047351579115849,3.132906970945509,0.9854110100772476,FAR
48,87,67,train,40,False,0.18815824877251663,0.43377211617682,0.9251674325586807,0.34688213589925276,0.4273641146455914,1.7390080516025643,1.0858061843907838,0.8088419019866899,3.1754847254804948,0.9852272626749099,FAR
49,88,68,train,40,False,0.18220665671546882,0.42685671684473797,0.9567017320895687,0.34249321592250015,0.4214277885433445,1.5757438957400962,1.0686602392886484,0.7984124978969641,3.1720998055240486,0.9872816144454202,FAR
50,89,69,train,40,False,0.1818314407840415,0.42641697994339006,0.9705168676300479,0.34209806492058487,0.4209529406274391,1.5757438957400962,1.0668746372707905,0.7986409574434348,3.170443302087144,0.9871861591518322,FAR
51,90,70,train,40,False,0.18205676819090874,0.42668110831264694,0.9619652750327283,0.3416691563861777,0.42122384230035853,1.5757438957400962,1.0747085585359,0.8020038080716944,3.198480995042824,0.9872099656957635,FAR
52,91,71,train,40,False,0.18336572446678623,0.42821224231306865,0.9609877440189009,0.34340519431743555,0.42314077559340235,1.5757438957400962,1.0762575079625687,0.806029468189147,3.1812073311714193,0.9881566517288908,FAR
53,92,72,train,40,False,0.18066904825416308,0.4250518183165002,0.957133393367081,0.340036129056714,0.41985420533180706,1.5757438957400962,1.0639709955626482,0.8007861173033408,3.1780310828658513,0.9877718133161286,FAR
54,93,73,train,40,False,0.179372682405355,0.4235241225778704,0.958585613497421,0.33874039074317647,0.4180177525880392,1.5757438957400962,1.0595123335159884,0.7936717702693309,3.176123106678376,0.9869986862700629,FAR
55,94,74,train,40,False,0.1799688463844115,0.42422735223510927,0.9533273244162375,0.339140578830489,0.41867226683647696,1.4815119789926654,1.0524074512120438,0.7975607777446977,3.15155339972362,0.9869054049217608,FAR
56,95,75,train,40,False,0.18044188237625508,0.4247845128724152,0.9527073243748959,0.33999505148861714,0.4193070784470459,1.4815119789926654,1.0512734065204252,0.7962750696737052,3.137353346680914,0.9871053810593738,FAR
57,96,76,train,40,False,0.1773017755055158,0.4210721737487717,0.9556409651288461,0.3371523976319925,0.41573797639932175,1.4815119789926654,1.043893745723016,0.7877149490748808,3.140151703574777,0.987331869256617,FAR
58,97,77,train,40,False,0.17999952269887326,0.4242635062067833,0.959988948727903,0.3395195406909367,0.41901653894595225,1.6014533003257267,1.056538079342178,0.7924503564694213,3.1481404030728872,0.987632763167064,FAR
59,98,78,train,40,False,0.17916171798206998,0.42327499097167315,0.9625827706791867,0.338510344033722,0.41796068337569653,1.6014533003257267,1.055269225465027,0.7892414442149348,3.154326037556079,0.9874447871730454,FAR
60,99,79,train,40,False,0.17426169963540755,0.4174466428603871,0.9490276166276029,0.3344576715615183,0.41336255675610456,1.6014533003257267,1.048357303157521,0.7825010478990551,3.167128826536195,0.9902165074887226,FAR
61,100,80,train,40,False,0.17133060692733287,0.41392101532458203,0.9338219068756166,0.3318645124628588,0.4098889935952961,1.6014533003257267,1.0457700686427345,0.7760019754517927,3.183647344270234,0.9902589586418459,FAR
62,101,81,train,40,False,0.17019178340927113,0.4125430685507528,0.9278389923085416,0.3303539143163207,0.4085706044834165,1.6014533003257267,1.042981697313383,0.7727576278671298,3.19159547866442,0.9903707894516531,FAR
63,102,82,train,40,False,0.16721605359313402,0.4089205957067142,0.9271924730974774,0.3272184364044953,0.405073299777057,1.6014533003257267,1.0404700191250427,0.7705413835735823,3.2151112306449634,0.9905915819108888,FAR
64,103,83,train,40,False,0.1720684827672354,0.4148113821572829,0.9353509960357228,0.331364729116897,0.41015293177616563,1.6014533003257267,1.0504187158892762,0.7783008679922578,3.20738652482006,0.9887697141845762,FAR
65,104,84,train,40,False,0.17360419296716179,0.41665836481122254,0.9509616734388767,0.33229402581498096,0.4114947711115935,1.6014533003257267,1.0543961444847008,0.7810728283549301,3.2108404793263574,0.9876071281996978,FAR
66,105,85,train,40,False,0.17418625901853244,0.4173562734864931,0.9560508992883938,0.33229045420274506,0.41210503473951654,1.6922052519858886,1.0721405436970428,0.7806264290610694,3.25675529484288,0.9874178511727906,FAR
67,106,86,train,40,False,0.17209947317615723,0.41484873529535704,0.9559210744867263,0.32981797116173894,0.40953631780651667,1.6922052519858886,1.0663688450371631,0.7769168955255911,3.2637613186431915,0.9871943264210312,FAR
68,107,87,train,40,False,0.17165168665588923,0.41430868522864595,0.9555880949886923,0.32911809704699113,0.4089277683379577,1.6922052519858886,1.0693429337641838,0.7772249864592858,3.2813296901184983,0.9870123000493732,FAR
69,108,88,train,40,False,0.168251460795465,0.41018466669960374,0.9571351194232148,0.32624714395866883,0.4053226138601003,1.6922052519858886,1.0561890539671686,0.770870726612783,3.2705210402258444,0.9881466733541648,FAR
70,109,89,train,40,False,0.16573809993389288,0.4071094446630941,0.9618315309933873,0.32358878111996214,0.4023358869467456,1.6922052519858886,1.0556301364686878,0.7672521407513365,3.288699489346496,0.9882745100146254,FAR
71,110,90,train,40,False,0.17021856452865344,0.4125755258478785,0.9705568472415693,0.32717869014476786,0.40675410062705025,1.6922052519858886,1.0693186292821877,0.7734267760252278,3.2974246099405535,0.9858900374449873,FAR
72,111,91,train,40,False,0.1712555608018695,0.4138303526831611,0.9725788771504419,0.3283649752073245,0.4081407988552307,1.6922052519858886,1.0784831162907602,0.7732463298594761,3.313774021778535,0.986251482543412,FAR
73,112,92,train,40,False,0.17234721398031425,0.41514721964661433,0.9693030154508154,0.32961446875606165,0.4095506838388968,1.6922052519858886,1.079834154037236,0.7747375340712847,3.3054477601937293,0.9865191538257647,FAR
74,113,93,train,40,False,0.17736557545397688,0.4211479258573843,0.9561758327587988,0.33443052749933694,0.41469165950780906,1.6922052519858886,1.0878479731749506,0.7831265935110535,3.2990042428533854,0.9846698370022091,FAR
75,114,94,train,40,False,0.17815876444210746,0.4220885741667351,0.958398673761392,0.33543065765259544,0.4156859443604416,1.6922052519858886,1.0885820226993623,0.7850605038329294,3.2916046628454936,0.9848310752809804,FAR
76,115,95,train,40,False,0.18103659795509372,0.42548395734162964,0.9646857637372441,0.33856462508626217,0.41920026804525606,1.6922052519858886,1.0973215856728538,0.7922257928349641,3.286643056638064,0.9852316657586028,FAR
77,116,96,train,40,False,0.17864932132750846,0.4226692812678826,0.9563072847580543,0.3359125743133555,0.416234595054668,1.6922052519858886,1.0918064061712829,0.7866802462122144,3.290014786764064,0.9847760731654961,FAR
78,117,97,train,40,False,0.17857691570395048,0.42258361977714004,0.9650896702722845,0.33615304242837785,0.416156858704441,1.6922052519858886,1.1007583022760454,0.7844268988246108,3.3116573272760848,0.9847917411562513,FAR
79,118,98,train,40,False,0.18245217994604332,0.4271442144592893,0.9899448664861281,0.33991576304172544,0.42046017471475655,1.6922052519858886,1.1040694693515918,0.7930262121503416,3.29277528464162,0.9843517961422141,FAR
80,119,99,train,40,False,0.1832926244787171,0.4281268789491231,0.9975005807598455,0.3400697454157253,0.42134352175625656,1.6922052519858886,1.10955744637968,0.795743074875955,3.305701891663599,0.9841557315683684,FAR
81,120,100,train,40,False,0.1857305611181162,0.4309646866253849,1.007114008058308,0.3424686786940822,0.42422569015361355,1.6922052519858886,1.105370967863546,0.8022617865879893,3.26446250526028,0.98436299613191,FAR
82,121,101,train,40,False,0.18675387522773707,0.43215029240732566,1.005325666394611,0.34340981641763085,0.42537961339321495,1.6922052519858886,1.1031267624374708,0.8020515340729091,3.25026243413951,0.9843325825920558,FAR
